date,city,county,state,postal,lat,long,fips,candidate,event-type,notes,biden-total-visits-city,biden-total-visits-county,biden-total-visits-state,trump-total-visits-city,trump-total-visits-county,trump-total-visits-state,total-state-visits,total-county-visits,total-city-visits,biden-date,trump-date,city-visits-status,county-text,reg-voters,reg-voters-as-of-date
8/30/24,Washington,District of Columbia,District of Columbia,DC,38.893859,-77.0971485,11001,Trump,Campaign,Trump speaks at Moms for Liberty event,4,4,4,4,4,4,8,8,8,10/29/24,9/19/24,Both,District of Columbia,"378,821",June 4
8/30/24,Johnstown,Cambria,Pennsylvania,PA,40.3269357,-78.9598965,42021,Trump,Campaign,Trump rally,1,1,43,2,2,37,80,3,3,9/13/24,10/12/24,Both,Cambria County,"84,893",April 23
9/2/24,St. Paul,Ramsey,Minnesota,MN,44.9492479,-93.1335938,27123,Walz,Campaign,Walz meets local labor leaders,2,2,2,1,1,2,4,3,3,9/2/24,5/17/24,Both,Ramsey County,"311,256",August 13
9/2/24,Detroit,Wayne,Michigan,MI,42.3266374,-83.0503179,26163,Harris,Campaign,Harris event,9,11,30,6,8,33,63,19,15,11/4/24,10/18/24,Both,Wayne County,"1,447,552",August 6
9/2/24,Pittsburgh,Allegheny,Pennsylvania,PA,40.4396,-79.9763,42003,Harris,Campaign,Harris event,8,8,43,2,3,37,80,11,10,11/4/24,11/4/24,Both,Allegheny County,"904,410",April 23
9/2/24,Milwaukee,Milwaukee,Wisconsin,WI,43.0642,-87.9673,55079,Walz,Campaign,Walz speaks at Milwaukee Area Labor Council’s Laborfest 2024,5,7,29,4,4,21,50,11,9,11/4/24,11/1/24,Both,Milwaukee County,"489,950",August 13
9/4/24,Portsmouth,Rockingham,New Hampshire,NH,43.0570085,-70.809481,33015,Harris,Campaign,Harris event,1,1,2,0,1,1,3,2,1,9/4/24,,Harris,Rockingham County,"15,611",January 23
9/4/24,Lancaster,Lancaster,Pennsylvania,PA,40.0399681,-76.3416343,42071,Walz,Campaign,Walz event,1,1,43,1,2,37,80,3,2,9/4/24,10/20/24,Both,Lancaster County,"348,110",April 23
9/4/24,Pittsburgh,Allegheny,Pennsylvania,PA,40.4396,-79.9763,42003,Walz,Campaign,Walz event,8,8,43,2,3,37,80,11,10,11/4/24,11/4/24,Both,Allegheny County,"904,410",April 23
9/4/24,Harrisburg,Dauphin,Pennsylvania,PA,40.2745727,-76.8994227,42043,Trump,Campaign,Trump Fox town hall,3,3,43,3,3,37,80,6,6,10/30/24,10/26/24,Both,Dauphin County,"193,452",April 23
9/4/24,Mesa,Maricopa,Arizona,AZ,33.3956159,-111.8203399,04013,Vance,Campaign,Vance speaks at Turning Point Action conference,0,10,15,1,8,12,27,18,1,,9/4/24,Vance,Maricopa County,"2,934,306",July 30
9/5/24,New York,New York,New York,NY,40.6943,-73.9249,36061,Trump,Campaign,Trump speaks at Economic Club of New York,1,1,3,5,5,6,9,6,6,10/1/24,10/27/24,Both,New York County,"1,113,601",June 25
9/5/24,Pittsburgh,Allegheny,Pennsylvania,PA,40.4396,-79.9763,42003,Harris,Campaign,Harris event,8,8,43,2,3,37,80,11,10,11/4/24,11/4/24,Both,Allegheny County,"904,410",April 23
9/5/24,Erie,Erie,Pennsylvania,PA,42.1153771,-80.1121465,42049,Walz,Campaign,Walz event,3,3,43,2,2,37,80,5,5,10/31/24,9/29/24,Both,Erie County,"174,073",April 23
9/5/24,Phoenix,Maricopa,Arizona,AZ,33.5722,-112.0891,04013,Vance,Campaign,Vance event,4,10,15,2,8,12,27,18,6,10/31/24,9/5/24,Both,Maricopa County,"2,934,306",July 30
9/6/24,Charlotte,Mecklenburg,North Carolina,NC,35.2030383,-80.9482419,37119,Trump,Campaign,Trump speaks to Fraternal Order of Police,4,4,21,3,4,24,45,8,7,11/3/24,9/23/24,Both,Mecklenburg County,"790,579",May 14
9/7/24,Washington,District of Columbia,District of Columbia,DC,38.893859,-77.0971485,11001,Walz,Campaign,Walz remarks at Human Rights Campaign event,4,4,4,4,4,4,8,8,8,10/29/24,9/19/24,Both,,"378,821",June 4
9/7/24,Mosinee,Marathon,Wisconsin,WI,44.7857422,-89.7039635,55073,Trump,Campaign,Trump event,0,1,29,1,2,21,50,3,1,,9/7/24,Trump,Marathon County,"78,640",August 13
9/9/24,Reno,Washoe,Nevada,NV,39.5497,-119.8483,32031,Walz,Campaign,Walz meets first responders,4,4,13,3,3,12,25,7,7,10/31/24,10/23/24,Both,Washoe County,"378,608",June 11
9/10/24,Las Vegas,Clark,Nevada,NV,36.2333,-115.2654,32003,Walz,Campaign,Walz drop by coffee shop after fundraiser,8,9,13,6,9,12,25,18,14,11/2/24,11/2/24,Both,Clark County,"1,676,870",June 11
9/10/24,Tempe,Maricopa,Arizona,AZ,33.3919156,-111.9693863,04013,Walz,Campaign,Walz meets students,1,10,15,1,8,12,27,18,2,9/10/24,10/24/24,Both,Maricopa County,"2,934,306",July 30
9/12/24,Charlotte,Mecklenburg,North Carolina,NC,35.2030383,-80.9482419,37119,Harris,Campaign,Harris rally,4,4,21,3,4,24,45,8,7,11/3/24,9/23/24,Both,Mecklenburg County,"790,579",May 14
9/12/24,Greensboro,Guilford,North Carolina,NC,36.1002311,-79.9159503,37081,Harris,Campaign,Harris rally,2,2,21,3,4,24,45,6,5,10/30/24,11/2/24,Both,Guilford County,"377,994",May 14
9/12/24,Grand Rapids,Kent,Michigan,MI,42.9615,-85.6557,26081,Walz,Campaign,Walz event,2,2,30,3,6,33,63,8,5,10/18/24,11/4/24,Both ,Kent County,"518,797",August 6
9/12/24,Tucson,Pima,Arizona,AZ,32.1558028,-111.0489548,04019,Trump,Campaign,Trump rally ,2,2,15,2,2,12,27,4,4,10/22/24,10/22/24,Both,Pima County,"708,092",July 30
9/13/24,East Lansing,Ingham,Michigan,MI,42.7490016,-84.5174747,26065,Walz,Campaign,Walz event - speaks to MSU students,2,3,30,0,0,33,63,3,2,9/13/24,,Walz,Ingham County,"213,952",August 6
9/13/24,Wausau,Marathon,Wisconsin,WI,44.9623911,-89.7020596,55073,Walz,Campaign,Walz at volunteer appreciation event,1,1,29,1,2,21,50,3,2,9/13/24,10/28/24,Both,Marathon County,"78,640",August 13
9/13/24,Wilkes-Barre,Luzerne,Pennsylvania,PA,41.246077,-75.8879325,42079,Harris,Campaign,Harris rally,1,1,43,1,1,37,80,2,2,9/13/24,8/17/24,Both,Luzerne County,"198,052",April 23
9/13/24,Las Vegas,Clark,Nevada,NV,36.2333,-115.2654,32003,Trump,Campaign,Trump rally ,8,9,13,6,9,12,25,18,14,11/2/24,11/2/24,Both,Clark County,"1,676,870",June 11
9/13/24,Johnstown,Cambria,Pennsylvania,PA,40.3269357,-78.9598965,42021,Harris,Campaign,Harris event,1,1,43,2,2,37,80,3,3,9/13/24,10/12/24,Both,Cambria County,"84,893",April 23
9/14/24,Superior,Douglas,Wisconsin,WI,46.6966163,-92.1504433,55031,Walz,Campaign,Walz rally ,1,1,29,0,0,21,50,1,1,9/14/24,,Walz,Douglas County,"25,632",August 13
9/16/24,Atlanta,Fulton,Georgia,GA,33.7473456,-84.4159076,13121,Vance,Campaign,Vance speaks at Georgia Faith and Freedom Coalition dinner,5,5,14,5,5,12,26,10,10,11/3/24,11/4/24,Both,Fulton County,"868,981",June 18
9/17/24,Flint,Genesee,Michigan,MI,43.0124563,-83.7789869,26049,Trump,Campaign,Trump town hall,2,2,30,2,2,33,63,4,4,11/1/24,11/4/24,Both,Genesee County,"353,671",August 6
9/17/24,Sparta,Kent,Michigan,MI,43.1553416,-85.7295224,26081,Vance,Campaign,Vance event,0,2,30,1,6,33,63,8,1,,9/17/24,Vance,Kent County,"518,797",August 6
9/17/24,Eau Claire,Eau Claire,Wisconsin,WI,44.8197654,-91.5224738,55035,Vance,Campaign,Vance event,2,2,29,2,2,21,50,4,4,10/14/24,9/17/24,Both,Eau Claire County,"61,148",August 13
9/17/24,Macon,Bibb,Georgia,GA,32.8326909,-83.7267418,13021,Walz,Campaign,"Walz visits campaign field office, greets restaurant patrons",1,1,14,1,1,12,26,2,2,9/17/24,11/3/24,Both,Bibb County,"109,546",May 21
9/17/24,Asheville,Buncombe,North Carolina,NC,35.5949541,-82.5997781,37021,Walz,Campaign,Walz rally ,2,2,21,1,1,24,45,3,3,10/30/24,8/14/24,Both,Buncombe County,"208,652",May 14
9/17/24,Philadelphia,Philadelphia,Pennsylvania,PA,40.0077,-75.1339,42101,Harris,Campaign,Interview with NABJ journalists,8,8,43,3,3,37,80,11,11,11/4/24,9/10/24,Both,Philadelphia County,"1,035,648",April 23
9/17/24,Atlanta,Fulton,Georgia,GA,33.7473456,-84.4159076,13121,Walz,Campaign,Walz meets with Georgia Tech students,5,5,14,5,5,12,26,10,10,11/3/24,11/4/24,Both,Fulton County,"868,981",June 18
9/18/24,Uniondale,Nassau,New York,NY,40.7157841,-73.6371684,36059,Trump,Campaign,Trump rally,0,0,3,1,1,6,9,1,1,,9/18/24,Trump,Nassau County,"1,064,828",June 25
9/18/24,Raleigh,Wake,North Carolina,NC,35.8324,-78.6438,37183,Vance,Campaign,Vance event,5,5,21,3,3,24,45,8,8,10/30/24,11/4/24,Both,Wake County,"823,509",May 14
9/19/24,Washington,District of Columbia,District of Columbia,DC,38.893859,-77.0971485,11001,Trump,Campaign,Two Trump events focused on antisemitism,4,4,4,4,4,4,8,8,8,10/29/24,9/19/24,Both,,"378,821",June 4
9/19/24,Farmington Hills,Oakland,Michigan,MI,42.4842119,-83.4184747,26125,Harris,Campaign,Harris town hall with Oprah Winfrey,1,4,30,0,4,33,63,8,1,9/19/24,,Harris,Oakland County,"1,055,158",August 6
9/20/24,Madison,Dane,Wisconsin,WI,43.0827,-89.3923,55025,Harris,Campaign,Campaign rally,5,5,29,0,1,21,50,6,5,10/30/24,,Harris,Dane County,"377,076",August 13
9/20/24,Atlanta,Fulton,Georgia,GA,33.7473456,-84.4159076,13121,Harris,Campaign,Harris event,5,5,14,5,5,12,26,10,10,11/3/24,11/4/24,Both,Fulton County,"868,981",June 18
9/21/24,Bethlehem,Lehigh,Pennsylvania,PA,40.6252992,-75.4073117,42077,Walz,Campaign,Walz campaign event,1,3,43,0,2,37,80,5,1,9/21/24,,Walz,Lehigh & Northampton Counties,"465,184",April 23
9/22/24,Wilmington,New Hanover,North Carolina,NC,34.2157586,-77.9538195,37129,Trump,Campaign,Trump rally,2,2,21,2,2,24,45,4,4,10/24/24,10/16/24,Both,New Hanover County,"181,321",May 14
9/22/24,Leesport,Berks,Pennsylvania,PA,40.4448424,-75.9778107,42011,Vance,Campaign,Vance event,0,2,43,1,3,37,80,5,1,,9/22/24,Vance,Berks County,"262,594",April 23
9/23/24,Indiana,Indiana,Pennsylvania,PA,40.6220225,-79.1664877,42063,Trump,Campaign,Trump event,0,0,43,1,1,37,80,1,1,,9/23/24,Trump,Indiana County,"48,814",April 23
9/23/24,Charlotte,Mecklenburg,North Carolina,NC,35.2030383,-80.9482419,37119,Vance,Campaign,Two Vance events ,4,4,21,3,4,24,45,8,7,11/3/24,9/23/24,Both,Mecklenburg County,"790,579",May 14
9/23/24,Smithton,Westmoreland,Pennsylvania,PA,40.1535176,-79.7464273,42129,Trump,Campaign,Trump remarks at meeting of Protecting America Initiative,0,1,43,1,3,37,80,4,1,,9/23/24,Trump,Westmoreland County,"245,751",April 23
9/24/24,Savannah,Chatham,Georgia,GA,32.0919945,-81.1460978,13051,Trump,Campaign,Trump speech on economics,2,2,14,1,1,12,26,3,3,10/29/24,9/24/24,Both,Chatham County,"208,387",May 21
9/25/24,Pittsburgh,Allegheny,Pennsylvania,PA,40.4396,-79.9763,42003,Harris,Campaign,Harris speech on economic plan,8,8,43,2,3,37,80,11,10,11/4/24,11/4/24,Both,Allegheny County,"904,410",April 23
9/25/24,Mint Hill,Mecklenburg,North Carolina,NC,35.1772167,-80.6936886,37119,Trump,Campaign,Trump event,0,4,21,1,4,24,45,8,1,,9/25/24,Trump,Mecklenburg County,"790,579",May 14
9/25/24,Traverse City,Grand Traverse,Michigan,MI,44.748911,-85.646207,26055,Vance,Campaign,Vance rally,1,1,30,2,2,33,63,3,3,11/1/24,10/25/24,Both,Grand Traverse County,"83,150",August 6
9/27/24,Douglas,Cochise,Arizona,AZ,31.4017372,-109.6282452,04003,Harris,Campaign,Harris visit to U.S.-Mexico border,1,1,15,0,1,12,27,2,1,9/27/24,,Harris,Cochise County,"89,674",July 30
9/27/24,Walker,Kent,Michigan,MI,42.9708694,-85.8072953,26081,Trump,Campaign,Trump event,0,2,30,1,6,33,63,8,1,,9/27/24,Trump,Kent County,"518,797",August 6
9/27/24,Warren,Macomb,Michigan,MI,42.4927979,-83.0682988,26099,Trump,Campaign,Trump town hall,1,2,30,2,2,33,63,4,3,10/11/24,11/1/24,Both,Macomb County,"724,203",August 6
9/28/24,Prairie du Chien,Crawford,Wisconsin,WI,43.0461814,-91.210145,55023,Trump,Campaign,Trump remarks,0,0,29,1,1,21,50,1,1,,9/28/24,Trump,Crawford County,"9,035",August 13
9/28/24,Newtown,Bucks,Pennsylvania,PA,40.2294174,-74.9421847,42017,Vance,Campaign,Vance rally,0,2,43,2,2,37,80,4,2,,11/4/24,Vance,Bucks County,"474,535",April 23
9/28/24,Monroeville,Allegheny,Pennsylvania,PA,40.4243146,-79.8029538,42003,Vance,Campaign,Vance town hall,0,8,43,1,3,37,80,11,1,,9/28/24,Vance,Allegheny County,"904,410",April 23
9/29/24,Las Vegas,Clark,Nevada,NV,36.2333,-115.2654,32003,Harris,Campaign,Harris event,8,9,13,6,9,12,25,18,14,11/2/24,11/2/24,Both,Clark County,"1,676,870",June 11
9/29/24,Erie,Erie,Pennsylvania,PA,42.1153771,-80.1121465,42049,Trump,Campaign,Trump rally,3,3,43,2,2,37,80,5,5,10/31/24,9/29/24,Both,Erie County,"174,073",April 23
10/1/24,Waunakee,Dane,Wisconsin,WI,43.1830079,-89.4500249,55025,Trump,Campaign,Trump event,0,5,29,1,1,21,50,6,1,,10/1/24,Trump,Dane County,"377,076",August 13
10/1/24,Milwaukee,Milwaukee,Wisconsin,WI,43.0642,-87.9673,55079,Trump,Campaign,Trump event,5,7,29,4,4,21,50,11,9,11/4/24,11/1/24,Both,Milwaukee County,"489,950",August 13
10/2/24,Harrisburg,Dauphin,Pennsylvania,PA,40.2745727,-76.8994227,42043,Walz,Campaign,Bus tour stop,3,3,43,3,3,37,80,6,6,10/30/24,10/26/24,Both,Dauphin County,"193,452",April 23
10/2/24,York,York,Pennsylvania,PA,39.9669437,-76.751489,42133,Walz,Campaign,Bus tour stop,1,1,43,1,1,37,80,2,2,10/2/24,8/19/24,Both,York County,"311,832",April 23
10/2/24,Reading,Berks,Pennsylvania,PA,40.3337602,-75.9665859,42011,Walz,Campaign,Bus tour stop,2,2,43,2,3,37,80,5,4,11/4/24,11/4/24,Both,Berks County,"262,594",April 23
10/2/24,Auburn Hills,Oakland,Michigan,MI,42.664726,-83.3103683,26125,Vance,Campaign,Vance event,0,4,30,2,4,33,63,8,2,,10/2/24,Vance,Oakland County,"1,055,158",August 6
10/2/24,Marne,Ottawa,Michigan,MI,43.0400744,-85.8381344,26139,Vance,Campaign,Vance event,0,0,30,1,2,33,63,2,1,,10/2/24,Vance,Ottawa County,"233,443",August 6
10/3/24,Ripon,Fond du Lac,Wisconsin,WI,43.8402581,-88.8640509,55039,Harris,Campaign,Harris event,1,1,29,0,0,21,50,1,1,10/3/24,,Harris,Fond du Lac County,"56,954",August 13
10/3/24,Saginaw,Saginaw,Michigan,MI,43.4199,-83.9501,26145,Trump,Campaign,Trump rally,3,3,30,2,3,33,63,6,5,10/28/24,10/29/24,Both,Saginaw County,"159,329",August 6
10/4/24,Redford,Wayne,Michigan,MI,42.4233583,-83.2989044,26163,Harris,Campaign,Harris event (visits firefighters),1,11,30,0,8,33,63,19,1,10/4/24,,Harris,Wayne County,"1,447,552",August 6
10/4/24,Flint,Genesee,Michigan,MI,43.0124563,-83.7789869,26049,Harris,Campaign,Harris event,2,2,30,2,2,33,63,4,4,11/1/24,11/4/24,Both,Genesee County,"353,671",August 6
10/4/24,Fayetteville,Cumberland,North Carolina,NC,35.0901356,-79.0381627,37051,Trump,Campaign,Trump town hall,0,0,21,1,1,24,45,1,1,,10/4/24,Trump,Cumberland County,"214,629",May 14
10/4/24,Lindale,Floyd,Georgia,GA,34.1942516,-85.202726,13115,Vance,Campaign,Vance immigration event,0,0,14,1,1,12,26,1,1,,10/4/24,Vance,Floyd County,"62,332",May 21
10/5/24,Butler,Butler,Pennsylvania,PA,40.8635399,-79.9055362,42019,Trump,Campaign,Campaign rally at same site where July shooting happened,0,1,43,2,2,37,80,3,2,,10/5/24,Trump,Butler County,"138,232",April 23
10/6/24,Juneau,Dodge,Wisconsin,WI,43.4010931,-88.7249695,55027,Trump,Campaign,Trump rally,0,0,29,1,1,21,50,1,1,,10/6/24,Trump,Dodge County,"49,561",August 13
10/8/24,Reno,Washoe,Nevada,NV,39.5497,-119.8483,32031,Walz,Campaign,Walz rally ,4,4,13,3,3,12,25,7,7,10/31/24,10/23/24,Both,Washoe County,"378,608",June 11
10/8/24,Detroit,Wayne,Michigan,MI,42.3266374,-83.0503179,26163,Vance,Campaign,Vance event,9,11,30,6,8,33,63,19,15,11/4/24,10/18/24,Both,Wayne County,"1,447,552",August 6
10/9/24,Chandler,Maricopa,Arizona,AZ,33.2827,-111.8517,04013,Walz,Campaign,Walz veterans and military families event ,3,10,15,0,8,12,27,18,3,10/9/24,,Walz,Maricopa County,"2,934,306",July 30
10/9/24,Phoenix,Maricopa,Arizona,AZ,33.5722,-112.0891,04013,Walz,Campaign,Walz  event with tribal leaders,4,10,15,2,8,12,27,18,6,10/31/24,9/5/24,Both,Maricopa County,"2,934,306",July 30
10/9/24,Tucson,Pima,Arizona,AZ,32.1558028,-111.0489548,04019,Walz,Campaign,Walz rally ,2,2,15,2,2,12,27,4,4,11/2/24,10/22/24,Both,Pima County,"708,092",July 30
10/9/24,Scranton,Lackawanna,Pennsylvania,PA,41.4044,-75.6649,42069,Trump,Campaign,Trump event,3,3,43,1,1,37,80,4,4,11/4/24,10/9/24,Both,Lackawanna County,"143,638",April 23
10/9/24,Reading,Berks,Pennsylvania,PA,40.3337602,-75.9665859,42011,Trump,Campaign,Trump event,2,2,43,2,3,37,80,5,4,11/4/24,11/4/24,Both,Berks County,"262,594",April 23
10/10/24,Las Vegas,Clark,Nevada,NV,36.2333,-115.2654,32003,Harris,Campaign,Harris Univision town hall,8,9,13,6,9,12,25,18,14,11/2/24,11/2/24,Both,Clark County,"1,676,870",June 11
10/10/24,Detroit,Wayne,Michigan,MI,42.3266374,-83.0503179,26163,Trump,Campaign,Trump speaks to Detroit Economic Club,9,11,30,6,8,33,63,19,15,11/4/24,10/18/24,Both,Wayne County,"1,447,552",August 6
10/10/24,Greensboro,Guilford,North Carolina,NC,36.1002311,-79.9159503,37081,Vance,Campaign,Vance town hall,2,2,21,3,4,24,45,6,5,10/30/24,11/2/24,Both,Guilford County,"377,994",May 14
10/10/24,Chandler,Maricopa,Arizona,AZ,33.2827,-111.8517,04013,Harris,Campaign,Harris campaign rally at Rawhide Western Town & Event Center,3,10,15,0,8,12,27,18,3,10/10/24,,Harris,Maricopa County,"2,934,306",July 30
10/11/24,Aurora,Arapahoe,Colorado,CO,39.6889822,-104.8519828,08005,Trump,Campaign,Trump event in Aurora,0,0,0,1,1,1,1,1,1,,10/11/24,Trump,"Adams, Arapahoe & Douglas counties","1,104,671",March 5
10/11/24,Reno,Washoe,Nevada,NV,39.5497,-119.8483,32031,Trump,Campaign,Trump event,4,4,13,3,3,12,25,7,7,10/31/24,10/23/24,Both,Washoe County,"378,608",June 11
10/11/24,Scottsdale,Maricopa,Arizona,AZ,33.6743869,-112.0236042,04013,Harris,Campaign,Harris event,1,10,15,1,8,12,27,18,2,10/11/24,11/2/24,Both,Maricopa County,"2,934,306",July 30
10/11/24,Warren,Macomb,Michigan,MI,42.4927979,-83.0682988,26099,Walz,Campaign,Walz event,1,2,30,2,2,33,63,4,3,10/11/24,11/1/24,Both,Macomb County,"724,203",August 6
10/12/24,Henderson,Clark,Nevada,NV,36.0376783,-115.0139534,32003,Trump,Campaign,Trump rally,1,9,13,3,9,12,25,18,4,10/27/24,10/31/24,Both,Clark County,"1,676,870",June 11
10/12/24,Coachella,Riverside,California,CA,33.686108,-116.1886912,06065,Trump,Campaign,Trump rally ,0,0,1,1,1,1,2,1,1,,10/12/24,Trump,Riverside County,"1,327,141",March 5
10/12/24,Johnstown,Cambria,Pennsylvania,PA,40.3269357,-78.9598965,42021,Vance,Campaign,Vance event,1,1,43,2,2,37,80,3,3,9/13/24,10/12/24,Both,Cambria County,"84,893",April 23
10/13/24,Prescott Valley,Yavapai,Arizona,AZ,34.6003315,-112.376537,04025,Trump,Campaign,Trump rally,0,0,15,1,1,12,27,1,1,,10/13/24,Trump,Yavapai County,"189,965",July 30
10/13/24,Greenville,Pitt,North Carolina,NC,35.6030443,-77.459927,37147,Harris,Campaign,Harris event,2,2,21,1,1,24,45,3,3,10/24/24,10/21/24,Both,Pitt County,"122,432",May 14
10/14/24,Erie,Erie,Pennsylvania,PA,42.1153771,-80.1121465,42049,Harris,Campaign,Harris event,3,3,43,2,2,37,80,5,5,10/31/24,9/29/24,Both,Erie County,"174,073",April 23
10/14/24,Eau Claire,Eau Claire,Wisconsin,WI,44.8197654,-91.5224738,55035,Walz,Campaign,Walz event,2,2,29,2,2,21,50,4,4,10/14/24,9/17/24,Both,Eau Claire County,"61,148",August 13
10/14/24,Green Bay,Brown,Wisconsin,WI,44.515,-87.9896,55009,Walz,Campaign,Walz event,2,2,29,2,3,21,50,5,4,10/17/24,10/30/24,Both,Brown County,"148,476",August 13
10/14/24,Oaks,Montgomery,Pennsylvania,PA,40.1313535,-75.4744367,42091,Trump,Campaign,Trump event,0,1,43,1,1,37,80,2,1,,10/14/24,Trump,Montgomery County,"607,674",April 23
10/15/24,Detroit,Wayne,Michigan,MI,42.3266374,-83.0503179,26163,Harris,Campaign,Harris event,9,11,30,6,8,33,63,19,15,11/4/24,10/18/24,Both,Wayne County,"1,447,552",August 6
10/15/24,Volant,Lawrence,Pennsylvania,PA,41.1131075,-80.2617663,42073,Walz,Campaign,Walz event,1,1,43,0,0,37,80,1,1,10/15/24,,Walz,Lawrence County,"55,866",April 23
10/15/24,Pittsburgh,Allegheny,Pennsylvania,PA,40.4396,-79.9763,42003,Walz,Campaign,Walz rally ,8,8,43,2,3,37,80,11,10,11/4/24,11/4/24,Both,Allegheny County,"904,410",April 23
10/15/24,Chicago,Cook,Illinois,IL,41.8336152,-87.896768,17031,Trump,Campaign,Trump speaks to Economic Club of Chicago,1,1,1,2,2,2,3,3,3,8/19/24,10/15/24,Both,Cook County,"3,452,398",March 19
10/15/24,Atlanta,Fulton,Georgia,GA,33.7473456,-84.4159076,13121,Trump,Campaign,Trump event,5,5,14,5,5,12,26,10,10,11/3/24,11/4/24,Both,Fulton County,"868,981",June 18
10/15/24,Washington Township,Westmoreland,Pennsylvania,PA,40.509943,-79.6971702,42129,Walz,Campaign,Walz campaign stop at the Telesz Family Farm in Washington Township,1,1,43,0,3,37,80,4,1,10/15/24,,Walz,Westmoreland County,"245,751",April 23
10/15/24,Valencia,Butler,Pennsylvania,PA,40.6958269,-79.9701117,42019,Walz,Campaign,Walz event,1,1,43,0,2,37,80,3,1,10/15/24,,Walz,Butler County,"138,232",April 23
10/16/24,Williamsport,Lycoming,Pennsylvania,PA,41.2411753,-77.059198,42081,Vance,Campaign,Vance event,0,0,43,1,1,37,80,1,1,,10/16/24,Vance,Lycoming County,"70,481",April 23
10/16/24,Wilmington,New Hanover,North Carolina,NC,34.2157586,-77.9538195,37129,Vance,Campaign,Vance event,2,2,21,2,2,24,45,4,4,10/24/24,10/16/24,Both,New Hanover County,"181,321",May 14
10/16/24,Washington Crossing,Bucks,Pennsylvania,PA,40.2855091,-74.9180199,42017,Harris,Campaign,Harris event,1,2,43,0,2,37,80,4,1,10/16/24,,Harris,Bucks County,"474,535",April 23
10/16/24,Miami,Miami-Dade,Florida,FL,25.7823843,-80.3118595,12025,Trump,Campaign,Trump Univision town hall,0,0,1,1,3,6,7,3,1,,10/16/24,Trump,Miami-Dade County,"1,442,196",March 19
10/17/24,Milwaukee,Milwaukee,Wisconsin,WI,43.0642,-87.9673,55079,Harris,Campaign,Harris event,5,7,29,4,4,21,50,11,9,11/4/24,11/1/24,Both,Milwaukee County,"489,950",August 13
10/17/24,La Crosse,La Crosse,Wisconsin,WI,43.8223729,-91.2993139,55063,Harris,Campaign,Harris event,2,2,29,2,2,21,50,4,4,11/4/24,11/4/24,Both,La Crosse County,"68,571",August 13
10/17/24,Green Bay,Brown,Wisconsin,WI,44.515,-87.9896,55009,Harris,Campaign,Harris event,2,2,29,2,3,21,50,5,4,10/17/24,10/30/24,Both,Brown County,"148,476",August 13
10/17/24,Durham,Durham,North Carolina,NC,36.0019915,-79.0500608,37063,Walz,Campaign,Walz event,2,2,21,0,0,24,45,2,2,10/24/24,,Walz,Durham County,"236,153",May 14
10/17/24,Winston-Salem,Forsyth,North Carolina,NC,36.1046824,-80.3260299,37067,Walz,Campaign,Walz event,1,1,21,0,0,24,45,1,1,10/17/24,,Walz,Forsyth County,"265,158",May 14
10/17/24,Pittsburgh,Allegheny,Pennsylvania,PA,40.4396,-79.9763,42003,Vance,Campaign,Vance event,8,8,43,2,3,37,80,11,10,11/4/24,11/4/24,Both,Allegheny County,"904,410",April 23
10/18/24,Grand Rapids,Kent,Michigan,MI,42.9615,-85.6557,26081,Harris,Campaign,Harris event,2,2,30,3,6,33,63,8,5,10/18/24,11/4/24,Both ,Kent County,"518,797",August 6
10/18/24,Lansing,Ingham,Michigan,MI,42.708778,-84.6419993,26065,Harris,Campaign,Harris event,1,3,30,0,0,33,63,3,1,10/18/24,,Harris,Ingham County,"213,952",August 6
10/18/24,Detroit,Wayne,Michigan,MI,42.3266374,-83.0503179,26163,Trump,Campaign,Trump event,9,11,30,6,8,33,63,19,15,11/4/24,10/18/24,Both,Wayne County,"1,447,552",August 6
10/18/24,Waterford Township,Oakland,Michigan,MI,42.6586696,-83.4269664,26125,Harris,Campaign,Harris event,1,4,30,1,4,33,63,8,2,10/18/24,10/24/24,Both,Oakland County,"1,055,158",August 6
10/18/24,Auburn Hills,Oakland,Michigan,MI,42.664726,-83.3103683,26125,Trump,Campaign,Trump roundtable event,0,4,30,2,4,33,63,8,2,,10/18/24,Trump,Oakland County,"1,055,158",August 6
10/18/24,Hamtramck,Wayne,Michigan,MI,42.3942875,-83.0687617,26163,Trump,Campaign,Trump visits campaign office,0,11,30,1,8,33,63,19,1,,10/18/24,Trump,Wayne County,"1,447,552",August 6
10/19/24,Detroit,Wayne,Michigan,MI,42.3266374,-83.0503179,26163,Harris,Campaign,Harris event,9,11,30,6,8,33,63,19,15,11/4/24,10/18/24,Both,Wayne County,"1,447,552",August 6
10/19/24,Omaha,Douglas,Nebraska,NE,41.2482047,-95.97078,31055,Walz,Campaign,Walz rally ,2,2,2,0,0,0,2,2,2,10/19/24,,Walz,Douglas County,"355,604",May 14
10/19/24,Latrobe,Westmoreland,Pennsylvania,PA,40.3103626,-79.4053816,42129,Trump,Campaign,Trump event,0,1,43,1,3,37,80,4,1,,10/19/24,Trump,Westmoreland County,"245,751",April 23
10/20/24,Saginaw,Saginaw,Michigan,MI,43.4199,-83.9501,26145,Walz,Campaign,Walz event,3,3,30,2,3,33,63,6,5,10/28/24,10/29/24,Both,Saginaw County,"159,329",August 6
